Person,Age,Gender,Own Home,Married,Close,Salary,Children,History,Catalogs,Region,State,City,First Purchase,Amount Spent
961,Middle Aged,Female,Own Home,No,1,48700,1,NA,12,West,Arizona,Phoenix,42165,1456.942
69,Young,Male,Renting,Married,0,41600,0,High Spending,24,East,Pennsylvania,Pittsburgh,41031,1690.318
82,Young,Female,Renting,No,1,13300,1,NA,6,East,Pennsylvania,Pittsburgh,42144,235.808
100,Middle Aged,Female,Own Home,Married,0,80600,0,High Spending,24,East,Pennsylvania,Pittsburgh,40931,2839.63
108,Middle Aged,Female,Renting,Married,1,118300,1,NA,18,East,Pennsylvania,Pittsburgh,42155,2680.51
144,Middle Aged,Female,Own Home,Married,1,102500,3,Low Spending,12,East,Pennsylvania,Pittsburgh,39956,548.212
156,Middle Aged,Male,Own Home,Married,1,83700,0,High Spending,24,East,Pennsylvania,Pittsburgh,40395,3343.979
167,Middle Aged,Male,Own Home,Married,1,67600,1,Medium Spending,18,East,Pennsylvania,Pittsburgh,40932,1172.373
172,Old,Female,Renting,Married,0,88400,0,High Spending,18,East,Pennsylvania,Pittsburgh,41388,3631.872
183,Young,Female,Renting,No,1,13200,1,Low Spending,12,East,Pennsylvania,Pittsburgh,40929,226.845
247,Middle Aged,Female,Renting,No,1,46500,1,Medium Spending,24,East,Pennsylvania,Pittsburgh,42241,829.237
290,Young,Female,Renting,No,1,11400,2,NA,6,East,Pennsylvania,Pittsburgh,42066,186.006
293,Old,Male,Own Home,Married,1,107400,0,High Spending,12,East,Pennsylvania,Pittsburgh,41988,1484.823
294,Old,Female,Own Home,No,1,37300,0,Medium Spending,6,East,Pennsylvania,Pittsburgh,40825,673.284
304,Middle Aged,Female,Renting,No,1,43300,3,Low Spending,24,East,Pennsylvania,Pittsburgh,40951,325.739
351,Middle Aged,Male,Renting,Married,0,64000,1,NA,6,East,Pennsylvania,Pittsburgh,42020,1552.162
422,Old,Male,Own Home,Married,0,76900,2,High Spending,24,East,Pennsylvania,Pittsburgh,41103,3229.501
459,Old,Male,Own Home,Married,1,102700,0,NA,18,East,Pennsylvania,Pittsburgh,42220,2381.206
478,Young,Female,Renting,Married,1,42300,0,NA,6,East,Pennsylvania,Pittsburgh,42173,855.64
507,Middle Aged,Male,Renting,No,1,47200,0,Medium Spending,18,East,Pennsylvania,Pittsburgh,41418,1587.371
526,Old,Female,Own Home,No,1,30900,0,Medium Spending,18,East,Pennsylvania,Pittsburgh,40985,861.919
539,Middle Aged,Female,Renting,Married,0,53900,1,High Spending,18,East,Pennsylvania,Pittsburgh,41172,2177.34
582,Young,Female,Renting,No,1,17800,1,Low Spending,6,East,Pennsylvania,Pittsburgh,41129,216.069
611,Old,Male,Own Home,No,1,63200,0,High Spending,24,East,Pennsylvania,Pittsburgh,41992,1506.571
641,Young,Male,Renting,No,1,17400,0,NA,12,East,Pennsylvania,Pittsburgh,42140,332.097
655,Middle Aged,Female,Own Home,Married,1,83300,1,High Spending,24,East,Pennsylvania,Pittsburgh,40532,2573.799
674,Old,Male,Renting,Married,0,66200,0,NA,6,East,Pennsylvania,Pittsburgh,42043,1024.305
675,Middle Aged,Male,Renting,No,1,54400,0,Medium Spending,6,East,Pennsylvania,Pittsburgh,42016,1150.405
689,Middle Aged,Male,Own Home,Married,1,70000,0,High Spending,24,East,Pennsylvania,Pittsburgh,41736,1974.242
700,Middle Aged,Male,Renting,No,0,50000,1,NA,6,East,Pennsylvania,Pittsburgh,42188,1079.497
707,Middle Aged,Female,Renting,Married,0,75800,1,High Spending,12,East,Pennsylvania,Pittsburgh,41173,1829.99
727,Young,Female,Own Home,No,1,27200,2,Low Spending,18,East,Pennsylvania,Pittsburgh,40549,445.74
753,Young,Female,Own Home,No,1,24400,1,Low Spending,6,East,Pennsylvania,Pittsburgh,41121,219.808
785,Old,Female,Renting,Married,1,70900,0,High Spending,24,East,Pennsylvania,Pittsburgh,41646,1684.72
788,Young,Female,Renting,No,1,16900,2,NA,6,East,Pennsylvania,Pittsburgh,42224,281.314
796,Old,Female,Own Home,Married,1,83700,0,High Spending,18,East,Pennsylvania,Pittsburgh,41453,1581.61
805,Old,Male,Own Home,Married,1,77300,0,High Spending,18,East,Pennsylvania,Pittsburgh,41267,1853.281
852,Middle Aged,Female,Own Home,Married,0,77600,3,Medium Spending,12,East,Pennsylvania,Pittsburgh,42120,857.575
879,Middle Aged,Female,Renting,Married,1,87700,3,NA,24,East,Pennsylvania,Pittsburgh,42057,2445.67
881,Middle Aged,Male,Own Home,No,1,60200,3,NA,12,East,Pennsylvania,Pittsburgh,42102,1363.591
890,Middle Aged,Male,Renting,No,1,41800,3,Low Spending,24,East,Pennsylvania,Pittsburgh,41331,300.736
918,Middle Aged,Female,Renting,Married,1,84200,2,Medium Spending,24,East,Pennsylvania,Pittsburgh,41796,953.853
944,Middle Aged,Male,Own Home,Married,1,82400,3,NA,18,East,Pennsylvania,Pittsburgh,42013,2122.438
999,Middle Aged,Female,Renting,Married,1,93700,1,High Spending,24,East,Pennsylvania,Pittsburgh,42109,1521.083
12,Middle Aged,Male,Own Home,Married,0,73800,0,High Spending,24,West,Utah,Salt Lake City,40768,3119.614
,Middle Aged,Male,Own Home,No,1,59400,0,Medium Spending,18,West,Utah,Salt Lake City,41990,1699.22
76,Young,Female,Renting,No,0,19800,1,Low Spending,24,West,Utah,Salt Lake City,41658,990.525
103,Old,Male,Own Home,Married,1,124900,0,High Spending,18,West,Utah,Salt Lake City,42148,4108.968
127,Middle Aged,Male,Own Home,Married,1,83100,2,Medium Spending,6,West,Utah,Salt Lake City,41079,586.341
152,Middle Aged,Male,Renting,No,1,45600,0,Medium Spending,18,West,Utah,Salt Lake City,41915,1387.969
179,Old,Female,Own Home,No,1,35200,0,NA,12,West,Utah,Salt Lake City,42191,827.172
201,Young,Female,Renting,Married,0,33200,1,NA,24,West,Utah,Salt Lake City,42080,1639.026
235,Middle Aged,Male,Renting,No,1,55600,0,Medium Spending,6,West,Utah,Salt Lake City,41546,984.412
281,Middle Aged,Male,Renting,No,0,40200,0,High Spending,18,West,Utah,Salt Lake City,41368,1634.024
325,Young,Male,Own Home,Married,1,30400,0,Low Spending,6,West,Utah,Salt Lake City,40687,494.735
327,Young,Male,Renting,No,1,21400,0,NA,12,West,Utah,Salt Lake City,42232,413.902
348,Old,Female,Own Home,No,1,33200,0,Medium Spending,24,West,Utah,Salt Lake City,40813,1036.66
381,Young,Male,Renting,No,1,29200,0,Low Spending,18,West,Utah,Salt Lake City,41261,737.4
411,Middle Aged,Male,Own Home,Married,1,99600,1,High Spending,6,West,Utah,Salt Lake City,40057,871.491
427,Old,Female,Own Home,Married,1,10100,1,Low Spending,6,West,Utah,Salt Lake City,40305,93.448
448,Middle Aged,Female,Renting,No,0,31200,3,NA,24,West,Utah,Salt Lake City,42243,1087.02
457,Middle Aged,Male,Renting,Married,1,108300,2,NA,12,West,Utah,Salt Lake City,42198,2223.642
531,Middle Aged,Female,Renting,No,1,35300,0,NA,18,West,Utah,Salt Lake City,42052,1368.739
542,Middle Aged,Male,Renting,No,1,47000,1,Medium Spending,12,West,Utah,Salt Lake City,41804,584.097
550,Old,Female,Own Home,No,1,28500,0,Low Spending,24,West,Utah,Salt Lake City,39911,621.165
599,Middle Aged,Male,Own Home,Married,1,102700,3,NA,12,West,Utah,Salt Lake City,42172,1472.782
607,Old,Male,Renting,No,1,34500,0,Medium Spending,24,West,Utah,Salt Lake City,40870,639.461
668,Old,Female,Own Home,Married,0,12600,2,Low Spending,12,West,Utah,Salt Lake City,39942,164.49
684,Young,Female,Renting,No,1,11900,1,Low Spending,6,West,Utah,Salt Lake City,41103,143.467
706,Middle Aged,Male,Own Home,Married,1,99200,3,NA,12,West,Utah,Salt Lake City,42206,2796.33
718,Young,Female,Renting,No,1,20100,1,Low Spending,12,West,Utah,Salt Lake City,40136,270.506
724,Old,Female,Own Home,No,0,42600,0,High Spending,24,West,Utah,Salt Lake City,41212,1789.884
725,Middle Aged,Male,Own Home,Married,1,118500,1,High Spending,24,West,Utah,Salt Lake City,40596,3063.491
726,Young,Female,Own Home,No,1,15600,1,Low Spending,6,West,Utah,Salt Lake City,41977,136.348
773,Middle Aged,Male,Renting,No,1,60300,0,High Spending,6,West,Utah,Salt Lake City,39973,700.502
775,Middle Aged,Male,Own Home,Married,1,79600,2,NA,6,West,Utah,Salt Lake City,42119,1575.424
836,Old,Male,Own Home,Married,1,116100,1,High Spending,24,West,Utah,Salt Lake City,41617,2975.17
886,Young,Female,Renting,No,0,21700,3,NA,24,West,Utah,Salt Lake City,42222,707.7
904,Middle Aged,Male,Own Home,Married,0,79200,1,High Spending,6,West,Utah,Salt Lake City,39915,1904.52
914,Young,Female,Renting,No,0,14300,2,Low Spending,6,West,Utah,Salt Lake City,41331,193.826
943,Middle Aged,Male,Own Home,Married,1,98400,0,High Spending,18,West,Utah,Salt Lake City,41008,3304.603
963,Middle Aged,Male,Renting,Married,0,97600,1,NA,12,West,Utah,Salt Lake City,42072,2902.197
970,Middle Aged,Female,Own Home,No,0,55600,1,High Spending,18,West,Utah,Salt Lake City,39929,1553.464
987,Old,Female,Own Home,Married,1,25900,0,Low Spending,18,West,Utah,Salt Lake City,41398,582.38
1000,Middle Aged,Male,Own Home,Married,1,102500,1,High Spending,24,West,Utah,Salt Lake City,40977,2464.339
8,Old,Female,Own Home,Married,0,80000,0,High Spending,6,West,California,San Francisco,40042,1984.66
73,Young,Female,Renting,Married,1,36500,1,NA,18,West,California,San Francisco,42141,747.435
111,Middle Aged,Male,Own Home,Married,1,101700,1,NA,6,West,California,San Francisco,42213,940.644
131,Middle Aged,Male,Renting,No,1,59100,2,Low Spending,18,West,California,San Francisco,41361,579.541
219,Old,Female,Own Home,Married,1,82800,0,High Spending,24,West,California,San Francisco,41704,3009.979
278,Middle Aged,Female,Own Home,Married,1,107600,2,Medium Spending,12,West,California,San Francisco,42192,1512.011
344,Middle Aged,Male,Own Home,Married,1,70200,0,NA,6,West,California,San Francisco,42042,1582.604
356,Old,Female,Own Home,Married,1,69400,0,High Spending,18,West,California,San Francisco,40559,2418.602
359,Middle Aged,Male,Renting,Married,0,87100,2,High Spending,18,West,California,San Francisco,41919,1687.807
370,Young,Female,Renting,No,1,14200,0,NA,6,West,California,San Francisco,42101,191.609
371,Young,Male,Renting,Married,1,41500,0,NA,24,West,California,San Francisco,42192,1212.594
374,Young,Female,Renting,No,0,18400,1,Low Spending,6,West,California,San Francisco,41664,319.187
385,Middle Aged,Male,Renting,No,0,51100,0,High Spending,24,West,California,San Francisco,41202,1983.561
404,Middle Aged,Female,Own Home,Married,1,65400,2,Medium Spending,24,West,California,San Francisco,41656,937.762
409,Middle Aged,Female,Renting,No,1,39900,1,Low Spending,12,West,California,San Francisco,40980,586.31
412,Middle Aged,Male,Own Home,No,1,58400,0,Medium Spending,12,West,California,San Francisco,41189,829.333
455,Middle Aged,Male,Renting,No,1,55900,1,Medium Spending,12,West,California,San Francisco,41447,908.863
458,Middle Aged,Female,Renting,Married,1,46700,0,Medium Spending,24,West,California,San Francisco,41173,982.556
494,Middle Aged,Male,Own Home,Married,1,81200,0,High Spending,24,West,California,San Francisco,40910,1855.633
505,Middle Aged,Female,Own Home,Married,1,97900,0,High Spending,24,West,California,San Francisco,41370,2149.223
506,Young,Female,Own Home,Married,1,76200,0,High Spending,12,West,California,San Francisco,40846,979.218
534,Old,Female,Own Home,Married,0,57900,0,High Spending,12,West,California,San Francisco,41438,1692.94
566,Middle Aged,Female,Renting,Married,1,48600,0,Medium Spending,24,West,California,San Francisco,41111,1583.064
591,Young,Male,Renting,No,1,13000,3,Low Spending,6,West,California,San Francisco,41846,43.185
643,Middle Aged,Female,Own Home,No,1,67800,1,Medium Spending,6,West,California,San Francisco,40920,680.028
652,Young,Male,Renting,Married,1,54500,1,Medium Spending,18,West,California,San Francisco,41567,1001.101
676,Middle Aged,Male,Renting,Married,1,68700,0,High Spending,24,West,California,San Francisco,41682,2763.464
682,Middle Aged,Female,Own Home,Married,0,84900,1,High Spending,24,West,California,San Francisco,41511,3072.076
699,Middle Aged,Male,Own Home,Married,1,100100,2,NA,6,West,California,San Francisco,42206,1596.909
742,Middle Aged,Male,Own Home,Married,1,126500,2,High Spending,18,West,California,San Francisco,41059,1999.546
750,Old,Female,Own Home,Married,1,90500,0,High Spending,6,West,California,San Francisco,40833,862.883
761,Middle Aged,Female,Renting,Married,1,66300,2,Medium Spending,12,West,California,San Francisco,40563,544.16
770,Young,Male,Renting,Married,1,36700,0,Medium Spending,12,West,California,San Francisco,42225,730.67
822,Old,Male,Own Home,No,1,51400,0,NA,6,West,California,San Francisco,42050,694.455
825,Old,Female,Own Home,Married,1,77600,0,High Spending,18,West,California,San Francisco,41753,2004.491
841,Middle Aged,Female,Own Home,No,1,68400,0,High Spending,12,West,California,San Francisco,40349,1304.252
974,Middle Aged,Male,Own Home,Married,0,113600,2,High Spending,18,West,California,San Francisco,41179,3236.509
18,Middle Aged,Male,Own Home,Married,1,66900,0,High Spending,12,West,Washington,Seattle,39945,1220.234
43,Middle Aged,Male,Own Home,Married,1,107300,2,Medium Spending,18,West,Washington,Seattle,40117,1566.222
90,Young,Female,Renting,Married,1,42000,3,Low Spending,6,West,Washington,Seattle,41043,105.176
126,Middle Aged,Female,Own Home,Married,1,93400,2,NA,24,West,Washington,Seattle,42029,3079.074
139,Middle Aged,Male,Own Home,No,1,66600,0,High Spending,18,West,Washington,Seattle,41943,1177.31
200,Young,Female,Renting,No,1,31300,1,Low Spending,6,West,Washington,Seattle,40321,357.044
208,Old,Female,Renting,No,1,33600,0,Medium Spending,12,West,Washington,Seattle,40250,573.202
214,Middle Aged,Female,Renting,No,1,39700,3,Low Spending,12,West,Washington,Seattle,40167,238.067
216,Middle Aged,Male,Own Home,Married,1,96100,3,Low Spending,12,West,Washington,Seattle,40950,316.151
240,Middle Aged,Male,Own Home,Married,1,100000,1,High Spending,24,West,Washington,Seattle,41351,2247.366
249,Middle Aged,Male,Renting,Married,1,106100,3,Low Spending,12,West,Washington,Seattle,40870,472.047
252,Middle Aged,Male,Renting,No,1,45200,1,Medium Spending,18,West,Washington,Seattle,42080,698.614
264,Middle Aged,Male,Own Home,No,1,59700,1,NA,18,West,Washington,Seattle,42111,1422.173
273,Middle Aged,Male,Own Home,No,1,65300,3,Low Spending,6,West,Washington,Seattle,41036,192.569
357,Middle Aged,Female,Own Home,Married,1,109800,1,High Spending,24,West,Washington,Seattle,40125,2258.049
362,Young,Female,Renting,No,1,19400,1,NA,18,West,Washington,Seattle,42192,384.248
387,Young,Male,Renting,No,1,21300,1,NA,12,West,Washington,Seattle,42102,329.134
403,Middle Aged,Male,Renting,No,1,63800,1,Medium Spending,24,West,Washington,Seattle,41066,1621.632
454,Middle Aged,Male,Renting,No,1,50500,0,Medium Spending,12,West,Washington,Seattle,40633,1028.879
486,Old,Female,Renting,Married,1,65900,0,High Spending,12,West,Washington,Seattle,42090,777.328
514,Young,Male,Renting,Married,1,37200,1,Low Spending,6,West,Washington,Seattle,40786,247.007
521,Middle Aged,Female,Renting,No,1,48100,0,Medium Spending,12,West,Washington,Seattle,42010,781.619
522,Middle Aged,Male,Own Home,Married,1,96300,1,High Spending,12,West,Washington,Seattle,39992,1081.269
525,Middle Aged,Male,Renting,Married,0,83500,2,High Spending,24,West,Washington,Seattle,40937,2098.225
529,Old,Female,Renting,Married,1,41700,0,Medium Spending,18,West,Washington,Seattle,41891,1397.716
551,Middle Aged,Female,Renting,No,1,32100,2,Low Spending,24,West,Washington,Seattle,41507,404.823
603,Young,Male,Renting,Married,0,41500,3,NA,24,West,Washington,Seattle,42103,1314.456
656,Middle Aged,Male,Renting,No,0,60200,0,High Spending,24,West,Washington,Seattle,40415,2304.079
715,Middle Aged,Female,Renting,No,1,33200,1,NA,6,West,Washington,Seattle,42204,320.344
783,Middle Aged,Male,Own Home,Married,0,123000,1,High Spending,24,West,Washington,Seattle,41706,5877.734
798,Middle Aged,Male,Own Home,No,1,74400,0,High Spending,12,West,Washington,Seattle,42174,1152.103
859,Young,Female,Renting,Married,1,25900,1,Low Spending,6,West,Washington,Seattle,41662,242.129
865,Middle Aged,Male,Own Home,Married,1,71600,1,NA,12,West,Washington,Seattle,42146,1197.909
867,Young,Female,Renting,No,1,16300,1,NA,12,West,Washington,Seattle,42062,470.382
868,Young,Male,Renting,Married,1,45500,0,Medium Spending,6,West,Washington,Seattle,40289,754.241
940,Middle Aged,Male,Own Home,Married,0,140000,0,High Spending,12,West,Washington,Seattle,39870,4894.284
954,Middle Aged,Female,Own Home,No,1,53700,3,Low Spending,12,West,Washington,Seattle,40532,235.452
966,Old,Female,Renting,No,0,14000,0,Low Spending,12,West,Washington,Seattle,42126,409.896
985,Middle Aged,Male,Own Home,Married,0,70000,1,NA,6,West,Washington,Seattle,42156,1227.235
996,Middle Aged,Female,Own Home,No,1,53800,0,Medium Spending,12,West,Washington,Seattle,42230,842.72
21,Old,Female,Own Home,No,0,28300,0,Medium Spending,24,Midwest,Missouri,St. Louis,40112,932.843
32,Middle Aged,Male,Own Home,Married,1,95800,3,Low Spending,12,Midwest,Missouri,St. Louis,41306,678.378
95,Old,Male,Own Home,No,1,45700,0,Medium Spending,18,Midwest,Missouri,St. Louis,40912,724.172
121,Young,Female,Renting,No,1,13400,1,Low Spending,12,Midwest,Missouri,St. Louis,41434,142.547
175,Young,Male,Renting,No,1,27100,1,Low Spending,12,Midwest,Missouri,St. Louis,41514,268.311
176,Middle Aged,Female,Own Home,No,1,46600,2,NA,18,Midwest,Missouri,St. Louis,42172,1152.772
191,Middle Aged,Male,Own Home,Married,1,106400,0,NA,12,Midwest,Missouri,St. Louis,42241,1757.404
217,Young,Female,Renting,No,1,11700,0,Low Spending,12,Midwest,Missouri,St. Louis,41449,192.577
276,Young,Female,Renting,No,1,14600,1,Low Spending,6,Midwest,Missouri,St. Louis,41159,142.819
340,Middle Aged,Female,Own Home,Married,1,68500,2,NA,12,Midwest,Missouri,St. Louis,42096,1499.842
349,Middle Aged,Male,Renting,No,0,58600,2,NA,6,Midwest,Missouri,St. Louis,42021,988.759
361,Middle Aged,Male,Own Home,Married,0,122100,0,High Spending,12,Midwest,Missouri,St. Louis,41130,2408.482
407,Middle Aged,Male,Own Home,No,0,59600,2,Medium Spending,18,Midwest,Missouri,St. Louis,42169,1216.682
419,Middle Aged,Female,Own Home,Married,0,99200,0,High Spending,24,Midwest,Missouri,St. Louis,41269,5503.395
428,Middle Aged,Female,Own Home,No,1,35800,1,NA,24,Midwest,Missouri,St. Louis,42185,1355.154
441,Young,Female,Renting,No,0,12800,1,NA,24,Midwest,Missouri,St. Louis,42239,365.486
471,Young,Male,Renting,Married,1,56300,0,NA,24,Midwest,Missouri,St. Louis,42223,1607.599
488,Middle Aged,Male,Own Home,Married,1,88100,2,Medium Spending,24,Midwest,Missouri,St. Louis,40551,1078.499
554,Old,Female,Renting,No,1,21400,0,Low Spending,18,Midwest,Missouri,St. Louis,41561,497.736
710,Middle Aged,Male,Renting,No,1,43200,0,NA,24,Midwest,Missouri,St. Louis,42054,916.712
711,Young,Male,Renting,No,1,14400,0,NA,24,Midwest,Missouri,St. Louis,42096,615.161
713,Middle Aged,Male,Own Home,No,1,55500,3,Low Spending,18,Midwest,Missouri,St. Louis,42204,427.176
749,Old,Female,Renting,Married,1,39700,0,Medium Spending,12,Midwest,Missouri,St. Louis,41584,572.765
784,Middle Aged,Female,Own Home,Married,1,71900,0,High Spending,18,Midwest,Missouri,St. Louis,42015,1845.775
791,Young,Male,Renting,No,1,20900,0,NA,6,Midwest,Missouri,St. Louis,42181,295.749
812,Young,Female,Renting,No,0,13500,2,Low Spending,12,Midwest,Missouri,St. Louis,40300,159.604
832,Middle Aged,Male,Own Home,Married,1,65800,1,NA,12,Midwest,Missouri,St. Louis,42019,1016.741
869,Young,Female,Own Home,No,0,33200,2,Medium Spending,12,Midwest,Missouri,St. Louis,39927,606.672
915,Middle Aged,Male,Renting,No,1,70000,0,High Spending,6,Midwest,Missouri,St. Louis,40340,784.701
929,Young,Female,Renting,No,0,25600,2,NA,18,Midwest,Missouri,St. Louis,42022,425.718
